Number,Data Element,Variable Code,Variable
E15_10,NHTSA Injury Matrix Lower Extremities,3335,Burn
E15_10,NHTSA Injury Matrix Lower Extremities,3340,Crush
E15_10,NHTSA Injury Matrix Lower Extremities,3345,Dislocation Fracture
E15_10,NHTSA Injury Matrix Lower Extremities,3350,Gunshot
E15_10,NHTSA Injury Matrix Lower Extremities,3355,Laceration
E15_10,NHTSA Injury Matrix Lower Extremities,3360,Pain without swelling/bruising
E15_10,NHTSA Injury Matrix Lower Extremities,3365,Puncture/stab
E15_10,NHTSA Injury Matrix Lower Extremities,3370,Soft Tissue Swelling/Bruising
E15_11,NHTSA Injury Matrix Unspecified,-25,Not Applicable
E15_11,NHTSA Injury Matrix Unspecified,-10,Not Known
E15_11,NHTSA Injury Matrix Unspecified,-5,Not Available
E15_11,NHTSA Injury Matrix Unspecified,3320,Amputation
E15_11,NHTSA Injury Matrix Unspecified,3325,Bleeding Controlled
E15_11,NHTSA Injury Matrix Unspecified,3330,Bleeding Uncontrolled
E15_11,NHTSA Injury Matrix Unspecified,3335,Burn
E15_11,NHTSA Injury Matrix Unspecified,3340,Crush
E15_11,NHTSA Injury Matrix Unspecified,3345,Dislocation Fracture
E15_11,NHTSA Injury Matrix Unspecified,3350,Gunshot
E15_11,NHTSA Injury Matrix Unspecified,3355,Laceration
E15_11,NHTSA Injury Matrix Unspecified,3360,Pain without swelling/bruising
E15_11,NHTSA Injury Matrix Unspecified,3365,Puncture/stab
E15_11,NHTSA Injury Matrix Unspecified,3370,Soft Tissue Swelling/Bruising
E16_01,Estimated Body Weight,10001,Relevant Value for Data Element & Patient Care
E16_02,Broselow/Luten Color,-25,Not Applicable
E16_02,Broselow/Luten Color,-10,Not Known
E16_02,Broselow/Luten Color,-5,Not Available
E16_02,Broselow/Luten Color,3375,Blue
E16_02,Broselow/Luten Color,3380,Green
E16_02,Broselow/Luten Color,3385,Grey
E16_02,Broselow/Luten Color,3390,Orange
E16_02,Broselow/Luten Color,3395,Pink
E16_02,Broselow/Luten Color,3400,Purple
E16_02,Broselow/Luten Color,3405,Red
E16_02,Broselow/Luten Color,3410,White
E16_02,Broselow/Luten Color,3415,Yellow
E16_03,Date/Time of Assessment,10001,Relevant Value for Data Element & Patient Care
E16_04,Skin Assessment,-25,Not Applicable
E16_04,Skin Assessment,-10,Not Known
E16_04,Skin Assessment,-5,Not Available
E16_04,Skin Assessment,3420,Normal
E16_04,Skin Assessment,3425,Not Done
E16_04,Skin Assessment,3430,Clammy
E16_04,Skin Assessment,3435,Cold
E16_04,Skin Assessment,3440,Cyanotic
E16_04,Skin Assessment,3445,Jaundiced
E16_04,Skin Assessment,3450,Lividity
E16_04,Skin Assessment,3455,Mottled
E16_04,Skin Assessment,3460,Pale
E16_04,Skin Assessment,3465,Warm
E16_05,Head/Face Assessment,-25,Not Applicable
E16_05,Head/Face Assessment,-10,Not Known
E16_05,Head/Face Assessment,-5,Not Available
E16_05,Head/Face Assessment,3470,Normal
E16_05,Head/Face Assessment,3475,Not Done
E16_05,Head/Face Assessment,3480,Asymmetric Smile or Droop
E16_05,Head/Face Assessment,3485,Drainage
E16_05,Head/Face Assessment,3490,Mass/Lesion
E16_05,Head/Face Assessment,3495,Swelling
E16_06,Neck Assessment,-25,Not Applicable
E16_06,Neck Assessment,-10,Not Known
E16_06,Neck Assessment,-5,Not Available
E16_06,Neck Assessment,3500,Normal
E16_06,Neck Assessment,3505,Not Done
E16_06,Neck Assessment,3510,JVD
E16_06,Neck Assessment,3515,Strider
E16_06,Neck Assessment,3520,SubQ Air
E16_06,Neck Assessment,3525,Tracheal Dev
E16_07,Chest/Lungs Assessment,-25,Not Applicable
E16_07,Chest/Lungs Assessment,-10,Not Known
E16_07,Chest/Lungs Assessment,-5,Not Available
E16_07,Chest/Lungs Assessment,3530,Normal
E16_07,Chest/Lungs Assessment,3535,Not Done
E16_07,Chest/Lungs Assessment,3540,Accessory Muscles
E16_07,Chest/Lungs Assessment,3545,Decreased BS-Left
E16_07,Chest/Lungs Assessment,3550,Decreased BS-Right
E16_07,Chest/Lungs Assessment,3555,Flail Segment-Left
E16_07,Chest/Lungs Assessment,3560,Flail Segment-Right
E16_07,Chest/Lungs Assessment,3565,Increased Effort
E16_07,Chest/Lungs Assessment,3570,Normal BS
E16_07,Chest/Lungs Assessment,3575,Rales
E16_07,Chest/Lungs Assessment,3580,Rhonchi/Wheezing
E16_07,Chest/Lungs Assessment,3585,Tenderness-Left
E16_07,Chest/Lungs Assessment,3590,Tenderness-Right
E16_08,Heart Assessment,-25,Not Applicable
E16_08,Heart Assessment,-10,Not Known
E16_08,Heart Assessment,-5,Not Available
E16_08,Heart Assessment,3595,Normal
E16_08,Heart Assessment,3600,Not Done
E16_08,Heart Assessment,3605,Decreased Sounds
E16_08,Heart Assessment,3610,Murmur
E16_09,Abdomen Left Upper Assessment,-25,Not Applicable
E16_09,Abdomen Left Upper Assessment,-10,Not Known
E16_09,Abdomen Left Upper Assessment,-5,Not Available
E16_09,Abdomen Left Upper Assessment,3615,Normal
E16_09,Abdomen Left Upper Assessment,3620,Not Done
E16_09,Abdomen Left Upper Assessment,3625,Distention
E16_09,Abdomen Left Upper Assessment,3630,Guarding
E16_09,Abdomen Left Upper Assessment,3635,Mass
E16_09,Abdomen Left Upper Assessment,3640,Tenderness
E16_10,Abdomen Left Lower Assessment,-25,Not Applicable
E16_10,Abdomen Left Lower Assessment,-10,Not Known
E16_10,Abdomen Left Lower Assessment,-5,Not Available
E16_10,Abdomen Left Lower Assessment,3645,Normal
E16_10,Abdomen Left Lower Assessment,3650,Not Done
E16_10,Abdomen Left Lower Assessment,3655,Distention
E16_10,Abdomen Left Lower Assessment,3660,Guarding
E16_10,Abdomen Left Lower Assessment,3665,Mass
E16_10,Abdomen Left Lower Assessment,3670,Tenderness
E16_11,Abdomen Right Upper Assessment,-25,Not Applicable
E16_11,Abdomen Right Upper Assessment,-10,Not Known
E16_11,Abdomen Right Upper Assessment,-5,Not Available
E16_11,Abdomen Right Upper Assessment,3675,Normal
E16_11,Abdomen Right Upper Assessment,3680,Not Done
E16_11,Abdomen Right Upper Assessment,3685,Distention
E16_11,Abdomen Right Upper Assessment,3690,Guarding
E16_11,Abdomen Right Upper Assessment,3695,Mass
E16_11,Abdomen Right Upper Assessment,3700,Tenderness
E16_12,Abdomen Right Lower Assessment,-25,Not Applicable
E16_12,Abdomen Right Lower Assessment,-10,Not Known
E16_12,Abdomen Right Lower Assessment,-5,Not Available
E16_12,Abdomen Right Lower Assessment,3705,Normal
E16_12,Abdomen Right Lower Assessment,3710,Not Done
E16_12,Abdomen Right Lower Assessment,3715,Distention
E16_12,Abdomen Right Lower Assessment,3720,Guarding
E16_12,Abdomen Right Lower Assessment,3725,Mass
E16_12,Abdomen Right Lower Assessment,3730,Tenderness
E16_13,GU Assessment,-25,Not Applicable
E16_13,GU Assessment,-10,Not Known
E16_13,GU Assessment,-5,Not Available
E16_13,GU Assessment,3735,Normal
E16_13,GU Assessment,3740,Not Done
E16_13,GU Assessment,3745,Crowning
E16_13,GU Assessment,3750,Genital Injury
E16_13,GU Assessment,3755,Tenderness
E16_13,GU Assessment,3760,Unstable
E16_14,Back Cervical Assessment,-25,Not Applicable
E16_14,Back Cervical Assessment,-10,Not Known
E16_14,Back Cervical Assessment,-5,Not Available
E16_14,Back Cervical Assessment,3765,Normal
E16_14,Back Cervical Assessment,3770,Not Done
E16_14,Back Cervical Assessment,3775,Pain to ROM
E16_14,Back Cervical Assessment,3780,Tender Para-spinous
E16_14,Back Cervical Assessment,3785,Tender Spinous Process
E16_15,Back Thoracic Assessment,-25,Not Applicable
E16_15,Back Thoracic Assessment,-10,Not Known
E16_15,Back Thoracic Assessment,-5,Not Available
E16_15,Back Thoracic Assessment,3790,Normal
E16_15,Back Thoracic Assessment,3795,Not Done
E16_15,Back Thoracic Assessment,3800,Pain to ROM
E16_15,Back Thoracic Assessment,3805,Tender Para-spinous
E16_15,Back Thoracic Assessment,3810,Tender Spinous Process
E16_16,Back Lumbar/Sacral Assessment,-25,Not Applicable
E16_16,Back Lumbar/Sacral Assessment,-10,Not Known
E16_16,Back Lumbar/Sacral Assessment,-5,Not Available
E16_16,Back Lumbar/Sacral Assessment,3815,Normal
E16_16,Back Lumbar/Sacral Assessment,3820,Not Done
E16_16,Back Lumbar/Sacral Assessment,3825,Pain to ROM
E16_16,Back Lumbar/Sacral Assessment,3830,Tender Para-spinous
E16_16,Back Lumbar/Sacral Assessment,3835,Tender Spinous Process
E16_17,Extremities-Right Upper Assessment,-25,Not Applicable
E16_17,Extremities-Right Upper Assessment,-10,Not Known
E16_17,Extremities-Right Upper Assessment,-5,Not Available
E16_17,Extremities-Right Upper Assessment,3840,Normal
E16_17,Extremities-Right Upper Assessment,3845,Not Done
E16_17,Extremities-Right Upper Assessment,3850,Abnormal Pulse
E16_17,Extremities-Right Upper Assessment,3855,Abnormal Sensation
E16_17,Extremities-Right Upper Assessment,3860,Edema
E16_17,Extremities-Right Upper Assessment,3865,Tenderness
E16_17,Extremities-Right Upper Assessment,3870,Weakness
E16_18,Extremities-Right  Lower Assessment,-25,Not Applicable
E16_18,Extremities-Right  Lower Assessment,-10,Not Known
E16_18,Extremities-Right  Lower Assessment,-5,Not Available
E16_18,Extremities-Right  Lower Assessment,3875,Normal
E16_18,Extremities-Right  Lower Assessment,3880,Not Done
E16_18,Extremities-Right  Lower Assessment,3885,Abnormal Pulse
E16_18,Extremities-Right  Lower Assessment,3890,Abnormal Sensation
E16_18,Extremities-Right  Lower Assessment,3895,Edema
E16_18,Extremities-Right  Lower Assessment,3900,Tenderness
E16_18,Extremities-Right  Lower Assessment,3905,Weakness
E16_19,Extremities-Left Upper Assessment,-25,Not Applicable
E16_19,Extremities-Left Upper Assessment,-10,Not Known
E16_19,Extremities-Left Upper Assessment,-5,Not Available
E16_19,Extremities-Left Upper Assessment,3910,Normal
E16_19,Extremities-Left Upper Assessment,3915,Not Done
E16_19,Extremities-Left Upper Assessment,3920,Abnormal Pulse
E16_19,Extremities-Left Upper Assessment,3925,Abnormal Sensation
E16_19,Extremities-Left Upper Assessment,3930,Edema
E16_19,Extremities-Left Upper Assessment,3935,Tenderness
E16_19,Extremities-Left Upper Assessment,3940,Weakness
E16_20,Extremities-Left Lower Assessment,-25,Not Applicable
E16_20,Extremities-Left Lower Assessment,-10,Not Known
E16_20,Extremities-Left Lower Assessment,-5,Not Available
E16_20,Extremities-Left Lower Assessment,3945,Normal
E16_20,Extremities-Left Lower Assessment,3950,Not Done
E16_20,Extremities-Left Lower Assessment,3955,Abnormal Pulse
E16_20,Extremities-Left Lower Assessment,3960,Abnormal Sensation
E16_20,Extremities-Left Lower Assessment,3965,Edema
E16_20,Extremities-Left Lower Assessment,3970,Tenderness
E16_20,Extremities-Left Lower Assessment,3975,Weakness
E16_21,Eyes-Left Assessment,-25,Not Applicable
E16_21,Eyes-Left Assessment,-10,Not Known
E16_21,Eyes-Left Assessment,-5,Not Available
E16_21,Eyes-Left Assessment,3980,Not Done
E16_21,Eyes-Left Assessment,3985,2-mm
E16_21,Eyes-Left Assessment,3990,3-mm
E16_21,Eyes-Left Assessment,3995,4-mm
E16_21,Eyes-Left Assessment,4000,5-mm
E16_21,Eyes-Left Assessment,4005,6-mm
E16_21,Eyes-Left Assessment,4010,7-mm
E16_21,Eyes-Left Assessment,4015,Blind
E16_21,Eyes-Left Assessment,4020,Reactive
E16_21,Eyes-Left Assessment,4025,Non-Reactive
E16_22,Eyes-Right Assessment,-25,Not Applicable
E16_22,Eyes-Right Assessment,-10,Not Known
E16_22,Eyes-Right Assessment,-5,Not Available
E16_22,Eyes-Right Assessment,4030,Not Done
E16_22,Eyes-Right Assessment,4035,2-mm
E16_22,Eyes-Right Assessment,4040,3-mm
E16_22,Eyes-Right Assessment,4045,4-mm
E16_22,Eyes-Right Assessment,4050,5-mm
E16_22,Eyes-Right Assessment,4055,6-mm
E16_22,Eyes-Right Assessment,4060,7-mm
E16_22,Eyes-Right Assessment,4065,Blind
E16_22,Eyes-Right Assessment,4070,Reactive
E16_22,Eyes-Right Assessment,4075,Non-Reactive
E16_23,Mental Status Assessment,-25,Not Applicable
E16_23,Mental Status Assessment,-10,Not Known
E16_23,Mental Status Assessment,-5,Not Available
E16_23,Mental Status Assessment,4080,Normal
E16_23,Mental Status Assessment,4085,Not Done
E16_23,Mental Status Assessment,4090,Combative
E16_23,Mental Status Assessment,4095,Confused
E16_23,Mental Status Assessment,4100,Hallucinations
E16_23,Mental Status Assessment,4105,Oriented-Person
E16_23,Mental Status Assessment,4110,Oriented-Place
E16_23,Mental Status Assessment,4115,Oriented-Time
E16_23,Mental Status Assessment,4120,Unresponsive
E16_24,Neurological Assessment,-25,Not Applicable
E16_24,Neurological Assessment,-10,Not Known
E16_24,Neurological Assessment,-5,Not Available
E16_24,Neurological Assessment,4125,Normal
E16_24,Neurological Assessment,4130,Not Done
E16_24,Neurological Assessment,4135,Abnormal Gait
E16_24,Neurological Assessment,4140,Facial Droop
E16_24,Neurological Assessment,4145,Seizures
E16_24,Neurological Assessment,4150,Speech Normal
E16_24,Neurological Assessment,4155,Speech Slurring
E16_24,Neurological Assessment,4160,Tremors
E16_24,Neurological Assessment,4165,Weakness-Left Sided
E16_24,Neurological Assessment,4170,Weakness-Right Sided
E17_01,Protocols Used,-25,Not Applicable
E17_01,Protocols Used,-10,Not Known
E17_01,Protocols Used,-5,Not Available
E17_01,Protocols Used,10001,Relevant Value for Data Element & Patient Care
E18_01,Date/Time Medication Administered,10001,Relevant Value for Data Element & Patient Care
E18_02,Medication Administered Prior to this Units EMS Care,-25,Not Applicable
E18_02,Medication Administered Prior to this Units EMS Care,-10,Not Known
E18_02,Medication Administered Prior to this Units EMS Care,-5,Not Available
E18_02,Medication Administered Prior to this Units EMS Care,0,No
E18_02,Medication Administered Prior to this Units EMS Care,1,Yes
E18_03,Medication Given,-25,Not Applicable
E18_03,Medication Given,-15,Not Reporting
E18_03,Medication Given,-10,Not Known
E18_03,Medication Given,-5,Not Available
E18_03,Medication Given,10001,Relevant Value for Data Element & Patient Care
E18_04,Medication Administered Route,-25,Not Applicable
E18_04,Medication Administered Route,-10,Not Known
E18_04,Medication Administered Route,-5,Not Available
E18_04,Medication Administered Route,4175,Endotracheal tube
E18_04,Medication Administered Route,4180,Gastrostomy tube
E18_04,Medication Administered Route,4185,Inhalation
E18_04,Medication Administered Route,4190,Intramuscular
E18_04,Medication Administered Route,4191,Intraosseous
E18_04,Medication Administered Route,4200,Intraocular
E18_04,Medication Administered Route,4205,Intravenous
E18_04,Medication Administered Route,4210,Nasal
E18_04,Medication Administered Route,4215,Nasal prongs
E18_04,Medication Administered Route,4220,Nasogastric
E18_04,Medication Administered Route,4225,Ophthalmic
E18_04,Medication Administered Route,4230,Oral
E18_04,Medication Administered Route,4235,Other/miscellaneous
E18_04,Medication Administered Route,4240,Otic
E18_04,Medication Administered Route,4245,Re-breather mask
E18_04,Medication Administered Route,4250,Rectal
E18_04,Medication Administered Route,4255,Subcutaneous
E18_04,Medication Administered Route,4260,Sublingual
E18_04,Medication Administered Route,4265,Topical
E18_04,Medication Administered Route,4270,Tracheostomy
E18_04,Medication Administered Route,4275,Transdermal
E18_04,Medication Administered Route,4280,Urethral
E18_04,Medication Administered Route,4285,Ventimask
E18_04,Medication Administered Route,4290,Wound
E18_05,Medication Dosage,10001,Relevant Value for Data Element & Patient Care
E18_06,Medication Dosage Units,4295,GMS
E18_06,Medication Dosage Units,4300,Inches
E18_06,Medication Dosage Units,4305,IU
E18_06,Medication Dosage Units,4310,KVO (TKO)
E18_06,Medication Dosage Units,4315,L/MIN
E18_06,Medication Dosage Units,4320,LITERS
E18_06,Medication Dosage Units,4325,LPM
E18_06,Medication Dosage Units,4330,MCG
E18_06,Medication Dosage Units,4335,MCG/KG/MIN
E18_06,Medication Dosage Units,4340,MEQ
E18_06,Medication Dosage Units,4345,MG
E18_06,Medication Dosage Units,4350,MG/KG/MIN
E18_06,Medication Dosage Units,4355,ML
E18_06,Medication Dosage Units,4360,ML/HR
E18_06,Medication Dosage Units,4365,Other
E18_06,Medication Dosage Units,4370,Puffs
E18_07,Response to Medication,-25,Not Applicable
E18_07,Response to Medication,-10,Not Known
E18_07,Response to Medication,-5,Not Available
E18_07,Response to Medication,4375,Improved
E18_07,Response to Medication,4380,Unchanged
E18_07,Response to Medication,4385,Worse
E18_08,Medication Complication,-25,Not Applicable
E18_08,Medication Complication,-15,Not Reporting
E18_08,Medication Complication,-10,Not Known
E18_08,Medication Complication,-5,Not Available
E18_08,Medication Complication,4390,None
E18_08,Medication Complication,4395,Altered Mental Status
E18_08,Medication Complication,4400,Apnea
E18_08,Medication Complication,4405,Bleeding
E18_08,Medication Complication,4410,Bradycardia
E18_08,Medication Complication,4415,Diarrhea
E18_08,Medication Complication,4420,Extravasion
E18_08,Medication Complication,4425,Hypertension
E18_08,Medication Complication,4430,Hyperthermia
E18_08,Medication Complication,4435,Hypotension
E18_08,Medication Complication,4440,Hypoxia
E18_08,Medication Complication,4445,Injury
E18_08,Medication Complication,4450,Itching/Urticaria
E18_08,Medication Complication,4455,Nausea
E18_08,Medication Complication,4460,Other
E18_08,Medication Complication,4465,Respiratory Distress
E18_08,Medication Complication,4470,Tachycardia
E18_08,Medication Complication,4475,Vomiting
E18_09,Medication Crew Member ID,-25,Not Applicable
E18_09,Medication Crew Member ID,-10,Not Known
E18_09,Medication Crew Member ID,-5,Not Available
E18_09,Medication Crew Member ID,10001,Relevant Value for Data Element & Patient Care
E18_10,Medication Authorization,-25,Not Applicable
E18_10,Medication Authorization,-10,Not Known
E18_10,Medication Authorization,-5,Not Available
E18_10,Medication Authorization,4480,On-Line
E18_10,Medication Authorization,4485,On-Scene
E18_10,Medication Authorization,4490,Protocol (Standing Order)
E18_10,Medication Authorization,4495,Written Orders (Patient Specific)
E18_11,Medication Authorizing Physician,-25,Not Applicable
E18_11,Medication Authorizing Physician,-10,Not Known
E18_11,Medication Authorizing Physician,-5,Not Available
E18_11,Medication Authorizing Physician,10001,Relevant Value for Data Element & Patient Care
E19_01,Date/Time Procedure Performed Successfully,10001,Relevant Value for Data Element & Patient Care
E19_02,Procedure Performed Prior to  this Units EMS Care,-25,Not Applicable
E19_02,Procedure Performed Prior to  this Units EMS Care,-10,Not Known
E19_02,Procedure Performed Prior to  this Units EMS Care,-5,Not Available
E19_02,Procedure Performed Prior to  this Units EMS Care,0,No
E19_02,Procedure Performed Prior to  this Units EMS Care,1,Yes
E19_03,Procedure,-25,Not Applicable
E19_03,Procedure,-15,Not Reporting
E19_03,Procedure,-10,Not Known
E19_03,Procedure,-5,Not Available
E19_03,Procedure,10001,Relevant Value for Data Element & Patient Care
E19_04,Size of Procedure Equipment,-25,Not Applicable
E19_04,Size of Procedure Equipment,-10,Not Known
E19_04,Size of Procedure Equipment,-5,Not Available
E19_04,Size of Procedure Equipment,10001,Relevant Value for Data Element & Patient Care
E19_05,Number of Procedure Attempts,-25,Not Applicable
E19_05,Number of Procedure Attempts,-15,Not Reporting
E19_05,Number of Procedure Attempts,-10,Not Known
E19_05,Number of Procedure Attempts,-5,Not Available
E19_05,Number of Procedure Attempts,10001,Relevant Value for Data Element & Patient Care
E19_06,Procedure Successful,-25,Not Applicable
E19_06,Procedure Successful,-15,Not Reporting
E19_06,Procedure Successful,-10,Not Known
E19_06,Procedure Successful,-5,Not Available
E19_06,Procedure Successful,0,No
E19_06,Procedure Successful,1,Yes
E19_07,Procedure Complication,-25,Not Applicable
E19_07,Procedure Complication,-15,Not Reporting
E19_07,Procedure Complication,-10,Not Known
E19_07,Procedure Complication,-5,Not Available
E19_07,Procedure Complication,4500,None
E19_07,Procedure Complication,4505,Altered Mental Status
E19_07,Procedure Complication,4510,Apnea
E19_07,Procedure Complication,4515,Bleeding
E19_07,Procedure Complication,4520,Bradycardia
E19_07,Procedure Complication,4525,Diarrhea
E19_07,Procedure Complication,4530,Esophageal Intubation-immediately
E19_07,Procedure Complication,4535,Esophageal Intubation-other
E19_07,Procedure Complication,4540,Extravasion
E19_07,Procedure Complication,4545,Hypertension
E19_07,Procedure Complication,4550,Hyperthermia
E19_07,Procedure Complication,4555,Hypotension
E19_07,Procedure Complication,4560,Hypoxia
E19_07,Procedure Complication,4565,Injury
E19_07,Procedure Complication,4570,Itching/Urticaria
E19_07,Procedure Complication,4575,Nausea
E19_07,Procedure Complication,4580,Other
E19_07,Procedure Complication,4585,Respiratory Distress
E19_07,Procedure Complication,4590,Tachycardia
E19_07,Procedure Complication,4595,Vomiting
E19_08,Response to Procedure,-25,Not Applicable
E19_08,Response to Procedure,-10,Not Known
E19_08,Response to Procedure,-5,Not Available
E19_08,Response to Procedure,4600,Improved
E19_08,Response to Procedure,4605,Unchanged
E19_08,Response to Procedure,4610,Worse
E19_09,Procedure Crew Members ID,-25,Not Applicable
E19_09,Procedure Crew Members ID,-10,Not Known
E19_09,Procedure Crew Members ID,-5,Not Available
E19_09,Procedure Crew Members ID,10001,Relevant Value for Data Element & Patient Care
E19_10,Procedure Authorization,-25,Not Applicable
E19_10,Procedure Authorization,-10,Not Known
E19_10,Procedure Authorization,-5,Not Available
E19_10,Procedure Authorization,4615,On-Line
E19_10,Procedure Authorization,4620,On-Scene
E19_10,Procedure Authorization,4625,Protocol (Standing Order)
E19_10,Procedure Authorization,4630,Written Orders (Patient Specific)
E19_11,Procedure Authorizing Physician,-25,Not Applicable
E19_11,Procedure Authorizing Physician,-10,Not Known
E19_11,Procedure Authorizing Physician,-5,Not Available
E19_11,Procedure Authorizing Physician,10001,Relevant Value for Data Element & Patient Care
E19_12,Successful IV Site,-25,Not Applicable
E19_12,Successful IV Site,-10,Not Known
E19_12,Successful IV Site,-5,Not Available
E19_12,Successful IV Site,4635,Antecubital-Left
E19_12,Successful IV Site,4640,Antecubital-Right
E19_12,Successful IV Site,4645,External Jugular-Left
E19_12,Successful IV Site,4650,External Jugular-Right
E19_12,Successful IV Site,4655,Femoral-Left IV
E19_12,Successful IV Site,4660,Femoral-Left Distal IO
E19_12,Successful IV Site,4665,Femoral-Right IV
E19_12,Successful IV Site,4670,Femoral-Right IO
E19_12,Successful IV Site,4675,Forearm-Left
E19_12,Successful IV Site,4680,Forearm-Right
E19_12,Successful IV Site,4685,Hand-Left
E19_12,Successful IV Site,4690,Hand-Right
E19_12,Successful IV Site,4695,Lower Extremity-Left
E19_12,Successful IV Site,4700,Lower Extremity-Right
E19_12,Successful IV Site,4705,Other
E19_12,Successful IV Site,4710,Scalp
E19_12,Successful IV Site,4715,Sternal IO
E19_12,Successful IV Site,4720,Tibia IO-Left
E19_12,Successful IV Site,4725,Tibia IO-Right
E19_12,Successful IV Site,4730,Umbilical
E19_13,Tube Confirmation,-25,Not Applicable
E19_13,Tube Confirmation,-10,Not Known
E19_13,Tube Confirmation,-5,Not Available
E19_13,Tube Confirmation,4735,Auscultation of Bilateral Breath Sounds
E19_13,Tube Confirmation,4740,Colormetric CO2 Detector Confirmation
E19_13,Tube Confirmation,4745,Digital CO2 Confirmation
E19_13,Tube Confirmation,4750,Esophageal Bulb Aspiration confirmation
E19_13,Tube Confirmation,4755,Negative Auscultation of the Epigastrium
E19_13,Tube Confirmation,4760,Visualization of the Chest Rising with ventilation
E19_13,Tube Confirmation,4765,Visualization of Tube Passing Through the Cords
E19_13,Tube Confirmation,4770,Waveform CO2 Confirmation
E19_14,Destination Confirmation of Tube Placement,-25,Not Applicable
E19_14,Destination Confirmation of Tube Placement,-10,Not Known
E19_14,Destination Confirmation of Tube Placement,-5,Not Available
E19_14,Destination Confirmation of Tube Placement,4775,Auscultation of Bilateral Breath Sounds
E19_14,Destination Confirmation of Tube Placement,4780,Colormetric CO2 Detector Confirmation
E19_14,Destination Confirmation of Tube Placement,4785,Digital CO2 Confirmation
E19_14,Destination Confirmation of Tube Placement,4790,Esophageal Bulb Aspiration confirmation
E19_14,Destination Confirmation of Tube Placement,4795,Negative Auscultation of the Epigastrium
E19_14,Destination Confirmation of Tube Placement,4800,Visualization of the Chest Rising with ventilation
E19_14,Destination Confirmation of Tube Placement,4805,Visualization of Tube Passing Through the Cords
E19_14,Destination Confirmation of Tube Placement,4810,Waveform CO2 Confirmation
E20_01,"Destination/Transferred To, Name",-25,Not Applicable
E20_01,"Destination/Transferred To, Name",-10,Not Known
E20_01,"Destination/Transferred To, Name",-5,Not Available
E20_01,"Destination/Transferred To, Name",10001,Relevant Value for Data Element & Patient Care
E20_02,"Destination/Transferred To, Code",-25,Not Applicable
E20_02,"Destination/Transferred To, Code",-10,Not Known
E20_02,"Destination/Transferred To, Code",-5,Not Available
E20_02,"Destination/Transferred To, Code",10001,Relevant Value for Data Element & Patient Care
E20_03,Destination Street Address,-25,Not Applicable
E20_03,Destination Street Address,-10,Not Known
E20_03,Destination Street Address,-5,Not Available
E20_03,Destination Street Address,10001,Relevant Value for Data Element & Patient Care
E20_04,Destination City,-25,Not Applicable
E20_04,Destination City,-10,Not Known
E20_04,Destination City,-5,Not Available
E20_04,Destination City,10001,Relevant Value for Data Element & Patient Care
E20_05,Destination State,-25,Not Applicable
E20_05,Destination State,-10,Not Known
E20_05,Destination State,-5,Not Available
E20_05,Destination State,10001,Relevant Value for Data Element & Patient Care
E20_06,Destination County,-25,Not Applicable
E20_06,Destination County,-10,Not Known
E20_06,Destination County,-5,Not Available
E20_06,Destination County,10001,Relevant Value for Data Element & Patient Care
E20_07,Destination Zip Code,-25,Not Applicable
E20_07,Destination Zip Code,-15,Not Reporting
E20_07,Destination Zip Code,-10,Not Known
E20_07,Destination Zip Code,-5,Not Available
E20_07,Destination Zip Code,10001,Relevant Value for Data Element & Patient Care
E20_08,Destination GPS Location,10001,Relevant Value for Data Element & Patient Care
E20_09,Destination Zone Number,-25,Not Applicable
E20_09,Destination Zone Number,-10,Not Known
E20_09,Destination Zone Number,-5,Not Available
E20_09,Destination Zone Number,10001,Relevant Value for Data Element & Patient Care
E20_10,Incident/Patient Disposition,4815,Cancelled
E20_10,Incident/Patient Disposition,4820,Dead at Scene
E20_10,Incident/Patient Disposition,4825,No Patient Found
E20_10,Incident/Patient Disposition,4830,No Treatment Required
E20_10,Incident/Patient Disposition,4835,Patient Refused Care
E20_10,Incident/Patient Disposition,4840,Treated and Released
E20_10,Incident/Patient Disposition,4845,"Treated, Transferred Care"
E20_10,Incident/Patient Disposition,4850,"Treated, Transported by EMS"
E20_10,Incident/Patient Disposition,4855,"Treated, Transported by Law Enforcement"
E20_10,Incident/Patient Disposition,4860,"Treated, Transported by Private Vehicle"
E20_11,How Patient Was Moved to Ambulance,-25,Not Applicable
E20_11,How Patient Was Moved to Ambulance,-10,Not Known
E20_11,How Patient Was Moved to Ambulance,-5,Not Available
E20_11,How Patient Was Moved to Ambulance,4865,Assisted/Walk
E20_11,How Patient Was Moved to Ambulance,4870,Carry
E20_11,How Patient Was Moved to Ambulance,4875,Stairchair
E20_11,How Patient Was Moved to Ambulance,4880,Stretcher
E20_11,How Patient Was Moved to Ambulance,4885,Other
E20_12,Position of Patient During Transport,-25,Not Applicable
E20_12,Position of Patient During Transport,-10,Not Known
E20_12,Position of Patient During Transport,-5,Not Available
E20_12,Position of Patient During Transport,4890,Car Seat
E20_12,Position of Patient During Transport,4895,Fowlers
E20_12,Position of Patient During Transport,4900,Lateral
E20_12,Position of Patient During Transport,4905,Prone
E20_12,Position of Patient During Transport,4910,Semi-Fowlers
E20_12,Position of Patient During Transport,4915,Sitting
E20_12,Position of Patient During Transport,4920,Supine
E20_12,Position of Patient During Transport,4925,Other
E20_13,How Patient Was Transported From Ambulance,-25,Not Applicable
E20_13,How Patient Was Transported From Ambulance,-10,Not Known
